5659,709133.9356899697,5709408.179791261,617,267
5670,708591.5453447798,5709702.814328991,522,346
5666,706686.6455139795,5710231.159258305,584,368
5654,710039.7378109454,5709397.518249801,2053,1734
5686,706342.4654391175,5710444.829346623,107,102
5682,709607.0291462573,5709090.27833699,291,252
5680,707565.7434767254,5709207.255018136,611,470
5709,707345.5954287851,5709903.668400892,140,140
5813,707725.769239237,5709131.034512396,640,147
5713,709925.2118483654,5709618.50042788,234,210
5782,708527.7572055904,5709970.269970375,492,396
5812,707298.139425072,5709725.132885661,543,9
5816,709610.3951541381,5709357.849021633,352,189
5814,709411.5076545225,5709584.985372889,564,230
5808,709692.2251133248,5709302.5262576165,344,49
5810,708468.6089614006,5709378.56519038,594,54
19981,706862.8460078958,5709980.659134384,301,75
19944,706354.2750115417,5710640.6787079545,112,94
5639,704626.2735498701,5711764.102310001,3,3
20048,706703.4085280704,5710571.491381348,527,211
5575,709749.7366330031,5709247.962838477,408,381
5569,709172.7325394572,5709286.885718563,187,154
5697,706885.2305281938,5711843.046960778,402,391
5668,704888.0452835186,5707659.687283656,275,266
5596,707159.0920139886,5708999.386280001,794,610
20218,707756.0552799059,5709595.838335949,191,92
20266,708326.6772229145,5709306.538982859,140,109
20137,704023.0169499682,5712268.573280858,607,480
20025,706594.537016308,5709127.814347249,575,381
20212,707972.5454949117,5709957.1585108135,284,212
5661,704053.5991472763,5712120.15083263,631,454
5611,705989.2545478679,5710052.927243451,474,322
5690,707849.3456393261,5710612.968766235,186,185
20235,704813.9674506212,5709899.660192243,540,50
20181,708586.9456724101,5710259.359425138,479,124
19908,705526.3788010832,5709326.979418213,515,5
20091,704155.7246975097,5709434.694300598,480,37
5583,711144.1511280581,5709851.672800233,274,266
5601,710170.5446163509,5709099.579664456,94,84
5703,711081.8452605029,5709269.76862265,374,358
5706,711763.8557340924,5710096.60854635,312,303
5693,710092.3355573275,5708823.628793556,50,49
5694,711481.5932872993,5710297.214069226,103,99
5684,710447.3269912035,5708836.162553048,77,76
5714,712266.3129603174,5710957.051146222,175,164
5698,710737.768861955,5709547.124112873,224,220
5726,710385.0461752514,5709327.859434289,271,265
11465,711764.2453663105,5709770.808599121,89,89
5589,706581.9279710706,5709644.3943291195,326,269
19923,710195.9485536802,5708799.296085455,126,125
19983,705192.3020614937,5707236.4182711365,644,590
20140,711350.7336334479,5709916.907892103,169,143
20100,711513.0798641578,5710358.418643987,149,138
5582,710303.5055490811,5710112.474528993,188,179
5597,711830.8691705442,5711464.179305561,417,381
5590,706598.0717851813,5707354.472001432,308,296
5570,709422.0624557238,5710161.572917973,269,240
5652,710047.5120988794,5710261.013626086,379,311
20265,710284.1201397856,5708626.724747521,419,385
5664,712215.6058976038,5712188.878879184,325,294
5669,710786.4256427203,5710278.428731951,292,231
5656,711700.7453517392,5711743.758037021,67,60
20159,703142.0476203964,5707540.336367881,170,142
19960,709476.01556795,5710158.939556495,28,22
20096,710640.5453026658,5711149.458239987,243,225
20226,711943.2806978994,5710961.2313994635,555,516
20129,708644.8457236077,5710086.458723657,217,177
20122,709904.2455224029,5710113.65913432,61,60
5675,706322.0457614672,5707937.26009355,94,89
5722,711681.898613006,5710769.484735207,59,45
5592,708413.3996496199,5708927.2089831075,200,190
20180,708019.663279769,5709008.707085572,326,310
5608,707688.7006407586,5708188.644021659,187,176
5717,706165.9461636724,5711097.659134762,416,394
5604,707565.3227361904,5710809.305470003,170,159
20274,703634.7914130336,5707638.1150091775,349,284
5578,706762.9278139902,5709918.464511452,980,775
20016,706537.7628907667,5712296.495282835,528,504
5580,707096.952930059,5710716.440848118,819,750
5606,706780.8928647136,5711784.675542295,333,325
20173,704108.146373753,5707450.059176644,483,348
5585,707216.4426929359,5711226.815786648,113,109
5746,706884.5069682737,5711985.934425252,228,227
5588,706234.6629527848,5707309.680941411,218,208
20085,705346.2526632436,5711361.628951852,156,103
