28,1,45,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25566985
12,7,20,7,23,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25582325
45,2,46,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25583491
26,7,55,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25585545
4,2,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25589051
12,7,22,7,45,7,65,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25645900
5,7,20,7,38,7,41,7,47,7,50,1,59,7,0,0,0,0,0,0,0,0,0,0,25646766
64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25647476
12,7,20,7,22,7,29,7,53,7,62,7,64,7,65,7,0,0,0,0,0,0,0,0,25647993
9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25648579
22,7,45,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25649345
20,7,35,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25649842
12,7,22,7,60,7,62,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25651745
12,7,20,1,37,7,62,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25652221
13,1,19,7,25,7,55,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25652297
4,7,59,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25653846
12,7,21,7,62,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25655300
28,7,59,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25655817
54,7,66,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25655859
2,7,6,1,20,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25656227
4,2,52,7,63,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25656946
22,7,46,7,56,7,60,7,63,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25657091
3,2,9,1,18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25657190
51,2,61,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25657289
9,7,52,7,55,7,65,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25658623
29,7,55,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25659268
9,7,55,7,60,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25659668
6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25659681
62,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25659815
3,2,60,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25659910
21,7,47,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25659956
9,7,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25660272
46,7,52,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25661627
44,7,55,7,62,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25661959
20,1,22,7,46,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25662007
47,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25662084
4,7,9,7,28,7,29,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25662098
20,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25662278
18,1,45,7,55,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25662520
62,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25662566
23,7,36,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25663070
23,7,36,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25663358
20,1,63,7,65,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25664306
12,7,28,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25664572
4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25665577
6,7,12,7,28,7,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25665771
20,7,23,7,26,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25666375
35,7,62,7,63,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25666880
