53,48,61,11,0,0,0,0,0,0,0,0,0,0
60,11,61,48,35,0,0,0,0,0,0,0,0,0
11,44,61,21,17,0,0,0,0,0,0,0,0,0
60,48,11,61,21,14,0,0,0,0,0,0,0,0
48,60,35,18,61,0,0,0,0,0,0,0,0,0
48,35,11,61,60,51,0,0,0,0,0,0,0,0
51,11,42,60,48,61,0,0,0,0,0,0,0,0
42,11,61,60,28,35,44,0,0,0,0,0,0,0
11,51,9,41,44,48,61,35,0,0,0,0,0,0
48,14,60,42,11,26,0,0,0,0,0,0,0,0
11,21,41,60,0,0,0,0,0,0,0,0,0,0
48,61,11,52,14,16,18,0,0,0,0,0,0,0
35,28,60,11,0,0,0,0,0,0,0,0,0,0
61,48,42,60,14,35,4,11,12,52,0,0,0,0
60,2,35,48,11,3,0,0,0,0,0,0,0,0
61,60,48,11,28,35,52,42,12,3,0,0,0,0
11,60,21,48,42,2,0,0,0,0,0,0,0,0
48,11,35,51,60,0,0,0,0,0,0,0,0,0
29,11,51,60,0,0,0,0,0,0,0,0,0,0
61,41,48,0,0,0,0,0,0,0,0,0,0,0
11,18,60,12,0,0,0,0,0,0,0,0,0,0
48,61,0,0,0,0,0,0,0,0,0,0,0,0
60,11,21,61,25,48,29,14,0,0,0,0,0,0
60,11,61,25,21,0,0,0,0,0,0,0,0,0
61,48,60,11,21,35,51,26,0,0,0,0,0,0
4,11,60,53,48,61,52,35,28,0,0,0,0,0
60,35,48,21,26,61,0,0,0,0,0,0,0,0
37,31,60,34,13,58,0,0,0,0,0,0,0,0
9,60,35,48,50,53,21,41,57,0,0,0,0,0
14,25,29,58,37,60,55,56,44,0,0,0,0,0
20,11,48,41,17,0,0,0,0,0,0,0,0,0
11,35,60,48,21,52,38,0,0,0,0,0,0,0
11,17,42,28,60,41,61,26,0,0,0,0,0,0
55,48,25,11,19,60,0,0,0,0,0,0,0,0
11,14,25,37,0,0,0,0,0,0,0,0,0,0
37,60,14,31,35,0,0,0,0,0,0,0,0,0
55,13,14,4,58,0,0,0,0,0,0,0,0,0
11,48,60,9,1,51,35,0,0,0,0,0,0,0
55,60,37,13,21,25,14,47,11,58,0,0,0,0
60,37,11,21,29,0,0,0,0,0,0,0,0,0
11,48,21,60,49,59,24,57,17,28,0,0,0,0
37,55,60,14,29,13,52,43,47,0,0,0,0,0
48,53,11,22,57,60,50,42,0,0,0,0,0,0
11,14,60,44,0,0,0,0,0,0,0,0,0,0
25,14,48,11,52,42,0,0,0,0,0,0,0,0
60,61,25,11,14,0,0,0,0,0,0,0,0,0
21,61,44,25,11,60,42,0,0,0,0,0,0,0
21,11,14,0,0,0,0,0,0,0,0,0,0,0
11,37,46,55,25,44,60,61,21,0,0,0,0,0
55,14,60,11,37,2,25,0,0,0,0,0,0,0
14,61,3,41,11,0,0,0,0,0,0,0,0,0
11,60,58,37,54,0,0,0,0,0,0,0,0,0
14,11,25,31,61,55,37,43,0,0,0,0,0,0
11,9,48,49,14,0,0,0,0,0,0,0,0,0
53,60,11,48,17,0,0,0,0,0,0,0,0,0
60,63,62,35,0,0,0,0,0,0,0,0,0,0
11,20,48,58,0,0,0,0,0,0,0,0,0,0
31,11,29,0,0,0,0,0,0,0,0,0,0,0
11,25,37,55,21,0,0,0,0,0,0,0,0,0
11,14,29,25,55,0,0,0,0,0,0,0,0,0
60,21,16,11,48,0,0,0,0,0,0,0,0,0
14,58,29,11,60,44,25,55,21,31,2,0,0,0
25,60,37,13,21,58,55,34,54,41,14,29,0,0
13,11,55,43,60,37,14,0,0,0,0,0,0,0
11,38,60,42,43,55,0,0,0,0,0,0,0,0
25,14,48,60,55,0,0,0,0,0,0,0,0,0
21,58,25,60,4,14,29,55,0,0,0,0,0,0
11,60,55,13,0,0,0,0,0,0,0,0,0,0
58,29,61,60,19,44,0,0,0,0,0,0,0,0
58,37,29,43,23,13,0,0,0,0,0,0,0,0
60,11,13,37,25,0,0,0,0,0,0,0,0,0
37,58,25,0,0,0,0,0,0,0,0,0,0,0
42,55,58,60,13,37,25,11,0,0,0,0,0,0
48,21,14,49,42,11,9,17,35,0,0,0,0,0
60,2,25,31,11,0,0,0,0,0,0,0,0,0
14,55,31,48,0,0,0,0,0,0,0,0,0,0
25,21,44,43,60,41,14,0,0,0,0,0,0,0
20,60,48,44,21,0,0,0,0,0,0,0,0,0
55,11,14,25,0,0,0,0,0,0,0,0,0,0
11,48,49,3,24,21,29,0,0,0,0,0,0,0
21,25,60,41,29,11,14,44,26,0,0,0,0,0
60,48,38,52,61,0,0,0,0,0,0,0,0,0
11,14,60,61,48,13,35,41,0,0,0,0,0,0
3,60,53,48,25,0,0,0,0,0,0,0,0,0
