26,7,62,7,63,7,64,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12811269
5,7,12,7,13,7,38,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15790898
44,7,64,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25190023
54,2,61,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25282355
45,7,51,7,62,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25335764
46,7,51,2,64,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25417161
54,2,61,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25423922
20,7,54,7,61,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25437699
12,7,17,1,52,7,61,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25476691
3,7,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25480984
28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25481069
20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25481079
26,7,46,7,58,1,62,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25481180
1,1,20,7,44,7,58,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25481329
20,1,22,7,51,7,62,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25481668
20,1,45,7,46,7,62,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25481742
46,7,59,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25481888
45,7,61,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25483050
22,7,22,7,38,7,55,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25501247
8,1,21,7,45,7,54,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25525622
26,7,45,7,54,7,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25525818
19,1,21,7,45,7,54,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25525938
18,1,26,7,46,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25526390
10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25527112
3,7,9,7,21,7,22,7,22,7,26,7,46,7,54,7,55,7,59,7,0,0,0,0,25527246
26,7,28,1,54,7,62,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25527258
13,1,26,7,45,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25527425
4,7,9,7,18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25527469
4,2,44,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25527599
62,7,65,7,65,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25528151
3,7,21,7,22,7,26,7,45,7,54,7,62,7,0,0,0,0,0,0,0,0,0,0,25528182
45,7,46,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25528811
12,7,18,7,52,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25529006
4,1,12,7,22,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25529284
4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25530401
21,7,22,7,22,7,46,7,51,7,54,7,59,7,63,7,0,0,0,0,0,0,0,0,25530453
57,1,61,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25530509
20,1,21,7,54,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25530802
8,7,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25530912
21,7,45,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25531005
28,7,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25531112
12,7,52,1,61,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25531169
46,7,59,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25531192
9,7,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25531497
20,7,25,7,28,7,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25531556
59,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25531678
12,1,22,7,26,7,46,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25531981
3,7,44,7,54,7,58,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25531998
3,7,4,1,13,7,20,7,21,7,45,7,51,7,0,0,0,0,0,0,0,0,0,0,25532048
9,7,18,7,27,1,59,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25532457
9,7,12,7,18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25532509
12,1,21,7,45,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25532601
58,7,59,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25533125
52,2,54,7,61,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25533306
29,1,61,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25533529
42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25533623
61,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25534059
20,7,28,7,35,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25534155
46,7,51,1,62,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25534243
46,7,51,7,54,7,59,7,64,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25534320
3,7,44,7,54,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25534591
46,7,54,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25535112
