it,dist_norm,max_dist,s,costcupo,z,temp
46,0.8463135138279,12.8165197287472,0.5519024187268,0.3153794053346,9.4971683756451,32768.0000000000000
47,0.8006146850575,12.1244594804518,0.5519024187268,0.3151149435540,8.9907505766753,32768.0000000000000
48,0.8004703424386,12.1222735647202,0.5519024187268,0.3150060116976,8.9891378417672,32768.0000000000000
49,0.8004703424386,12.1222735647202,0.5517847855071,0.3149579554798,8.9891147666353,32768.0000000000000
50,0.8004703424386,12.1222735647202,0.5516671522875,0.3148944364792,8.9890898057983,32768.0000000000000
51,0.8004703424386,12.1222735647202,0.5515495190679,0.3147335918766,8.9890529759853,32768.0000000000000
52,0.7948191542169,12.0366923183493,0.5516671522875,0.3147445450855,8.9264511021861,32768.0000000000000
53,0.7948191542169,12.0366923183493,0.5515495190679,0.3147084188987,8.9264294819361,32768.0000000000000
54,0.7948191542169,12.0366923183493,0.5514318858483,0.3145051267089,8.9263874755881,32768.0000000000000
55,0.7948191542169,12.0366923183493,0.5513142526286,0.3144594845824,8.9263646948576,32768.0000000000000
56,0.7948191542169,12.0366923183493,0.5511966194090,0.3143174513397,8.9263301591130,32768.0000000000000
57,0.7947838335542,12.0361574244093,0.5511966194090,0.3142880705703,8.9259351902825,32768.0000000000000
58,0.7947838335542,12.0361574244093,0.5510789861894,0.3140802401500,8.9258926304918,32768.0000000000000
59,0.7947838335542,12.0361574244093,0.5510321521692,0.3140321228512,8.9258799087695,32768.0000000000000
60,0.7947838335542,12.0361574244093,0.5509145189495,0.3139548648131,8.9258532724400,32768.0000000000000
61,0.7919628501394,11.9934366253203,0.5509145189495,0.3135397696891,8.8945435297988,32768.0000000000000
62,0.7919628501394,11.9934366253203,0.5507968857299,0.3135020554167,8.8945217158798,32768.0000000000000
63,0.7919628501394,11.9934366253203,0.5507500517097,0.3134443337069,8.8945078228878,32768.0000000000000
64,0.7919628501394,11.9934366253203,0.5506324184901,0.3133015408629,8.8944731945089,32768.0000000000000
65,0.7919628501394,11.9934366253203,0.5505147852705,0.3132619330776,8.8944511496736,32768.0000000000000
66,0.7919628501394,11.9934366253203,0.5503971520508,0.3130682410810,8.8944103140809,32768.0000000000000
67,0.7575933937340,11.4729476943396,0.5503971520508,0.3129574598997,8.5135512449266,32768.0000000000000
68,0.7575933937340,11.4729476943396,0.5503503180306,0.3129008392688,8.5135374862126,32768.0000000000000
69,0.7575933937340,11.4729476943396,0.5502326848110,0.3126305681376,8.5134873117010,32768.0000000000000
70,0.7575933937340,11.4729476943396,0.5501150515914,0.3122959044624,8.5134292844402,32768.0000000000000
71,0.7575933937340,11.4729476943396,0.5499974183717,0.3122216610253,8.5134030157450,32768.0000000000000
72,0.7575933937340,11.4729476943396,0.5498797851521,0.3121523435281,8.5133773477742,32768.0000000000000
73,0.7575933937340,11.4729476943396,0.5497621519325,0.3121352236843,8.5133580453709,32768.0000000000000
74,0.7575933937340,11.4729476943396,0.5496445187129,0.3121176610037,8.5133386889630,32768.0000000000000
75,0.7547683462892,11.4301653498318,0.5496445187129,0.3119552475740,8.4820147279293,32768.0000000000000
76,0.7547683462892,11.4301653498318,0.5495268854933,0.3117893609876,8.4819772832403,32768.0000000000000
77,0.7547683462892,11.4301653498318,0.5494800514730,0.3117457514551,8.4819651112455,32768.0000000000000
78,0.7547683462892,11.4301653498318,0.5493624182534,0.3112912224069,8.4818924662563,32768.0000000000000
79,0.7547683462892,11.4301653498318,0.5492447850338,0.3112792847375,8.4818737958254,32768.0000000000000
80,0.7547683462892,11.4301653498318,0.5491979510135,0.3112354283954,8.4818615937320,32768.0000000000000
81,0.7547683462892,11.4301653498318,0.5491511169933,0.3111772861136,8.4818476494508,32768.0000000000000
82,0.7547683462892,11.4301653498318,0.5490334837737,0.3110631639860,8.4818165175006,32768.0000000000000
83,0.7547683462892,11.4301653498318,0.5489158505541,0.3107090482259,8.4817561180343,32768.0000000000000
84,0.7546715688775,11.4286997586699,0.5488690165338,0.3107383736141,8.4806804567651,32768.0000000000000
85,0.7546715688775,11.4286997586699,0.5488221825136,0.3106868009141,8.4806673136524,32768.0000000000000
86,0.7546715688775,11.4286997586699,0.5487045492940,0.3106348287016,8.4806437609602,32768.0000000000000
87,0.7546715688775,11.4286997586699,0.5485869160744,0.3106350927279,8.4806265785410,32768.0000000000000
88,0.7546715688775,11.4286997586699,0.5484692828547,0.3105953365783,8.4806045156126,32768.0000000000000
89,0.7546715688775,11.4286997586699,0.5483516496351,0.3103122008027,8.4805527722420,32768.0000000000000
90,0.7546715688775,11.4286997586699,0.5482340164155,0.3100125815490,8.4804990186911,32768.0000000000000
91,0.7546715688775,11.4286997586699,0.5481163831959,0.3099590182213,8.4804752719604,32768.0000000000000
92,0.7546715688775,11.4286997586699,0.5480695491756,0.3099159178890,8.4804631620633,32768.0000000000000
93,0.7531174956947,11.4051649701045,0.5481871823953,0.3099482173548,8.4632637386410,32768.0000000000000
94,0.7531174956947,11.4051649701045,0.5480695491756,0.3098658146530,8.4632364749135,32768.0000000000000
95,0.7531174956947,11.4051649701045,0.5479519159560,0.3098548523166,8.4632179234257,32768.0000000000000
96,0.7531174956947,11.4051649701045,0.5478342827364,0.3097711029579,8.4631904954718,32768.0000000000000
97,0.7531174956947,11.4051649701045,0.5477874487162,0.3097140339685,8.4631766820798,32768.0000000000000
98,0.7531174956947,11.4051649701045,0.5476698154965,0.3097141861870,8.4631594860256,32768.0000000000000
99,0.7524176111833,11.3945659621706,0.5477874487162,0.3097439714809,8.4554249613370,32768.0000000000000
100,0.7524176111833,11.3945659621706,0.5476698154965,0.3094533853281,8.4553723093838,32768.0000000000000
101,0.7524176111833,11.3945659621706,0.5475521822769,0.3093826097292,8.4553464635957,32768.0000000000000
102,0.7524176111833,11.3945659621706,0.5474345490573,0.3092741958509,8.4553160277735,32768.0000000000000
103,0.7524176111833,11.3945659621706,0.5473877150371,0.3092482415077,8.4553060088507,32768.0000000000000
104,0.7524176111833,11.3945659621706,0.5472700818175,0.3091238869240,8.4552736290400,32768.0000000000000
105,0.7524176111833,11.3945659621706,0.5472232477972,0.3090979141211,8.4552636078660,32768.0000000000000
106,0.7524176111833,11.3945659621706,0.5471056145776,0.3090307609400,8.4552382038362,32768.0000000000000
107,0.7524176111833,11.3945659621706,0.5469879813580,0.3087840899109,8.4551909073858,32768.0000000000000
108,0.7520911766700,11.3896224580061,0.5469879813580,0.3087462257842,8.4515690916403,32768.0000000000000
109,0.7520911766700,11.3896224580061,0.5468703481384,0.3087308513924,8.4515500020970,32768.0000000000000
110,0.7520911766700,11.3896224580061,0.5467527149187,0.3087371570565,8.4515335564629,32768.0000000000000
111,0.7520911766700,11.3896224580061,0.5466350816991,0.3087358637780,8.4515161841285,32768.0000000000000
112,0.7520911766700,11.3896224580061,0.5465174484795,0.3081904909620,8.4514324606310,32768.0000000000000
113,0.7489329047896,11.3417937831672,0.5465174484795,0.3081716932655,8.4164335768834,32768.0000000000000
114,0.7489329047896,11.3417937831672,0.5463998152599,0.3078050979080,8.4163716555150,32768.0000000000000
115,0.7489329047896,11.3417937831672,0.5462821820403,0.3076684722092,8.4163377792269,32768.0000000000000
116,0.7489329047896,11.3417937831672,0.5462353480200,0.3074565867463,8.4163050857773,32768.0000000000000
117,0.7489329047896,11.3417937831672,0.5461177148004,0.3069501964998,8.4162261162516,32768.0000000000000
118,0.7489329047896,11.3417937831672,0.5460000815808,0.3066514003683,8.4161724630815,32768.0000000000000
119,0.7489329047896,11.3417937831672,0.5459532475605,0.3066057107305,8.4161600374154,32768.0000000000000
120,0.7489329047896,11.3417937831672,0.5458356143409,0.3065012194075,8.4161300799536,32768.0000000000000
121,0.7472562411053,11.3164024915991,0.5459532475605,0.3065361419536,8.3975725595879,32768.0000000000000
122,0.7341201709735,11.1174706545772,0.5460708807802,0.3065734378741,8.2520344417407,32768.0000000000000
123,0.7341201709735,11.1174706545772,0.5459532475605,0.3064581227733,8.2520031643060,32768.0000000000000
124,0.7341201709735,11.1174706545772,0.5459064135403,0.3064144702401,8.2519909870673,32768.0000000000000
125,0.7341201709735,11.1174706545772,0.5457887803207,0.3063082788896,8.2519608222851,32768.0000000000000
126,0.7341201709735,11.1174706545772,0.5457419463005,0.3062593750119,8.2519480046385,32768.0000000000000
127,0.7341201709735,11.1174706545772,0.5456243130808,0.3059760464593,8.2518962377585,32768.0000000000000
128,0.7341201709735,11.1174706545772,0.5455066798612,0.3058087780999,8.2518586245605,32768.0000000000000
129,0.7341201709735,11.1174706545772,0.5453890466416,0.3057333641220,8.2518322131164,32768.0000000000000
130,0.7341201709735,11.1174706545772,0.5452714134220,0.3051649361186,8.2517456780107,32768.0000000000000
131,0.7341201709735,11.1174706545772,0.5451537802024,0.3049898429529,8.2517071105681,32768.0000000000000
132,0.7341201709735,11.1174706545772,0.5450361469827,0.3047651501574,8.2516624943902,32768.0000000000000
133,0.7341201709735,11.1174706545772,0.5449893129625,0.3047212399834,8.2516502857319,32768.0000000000000
134,0.7341201709735,11.1174706545772,0.5449424789423,0.3046720351144,8.2516374313790,32768.0000000000000
135,0.7341201709735,11.1174706545772,0.5448248457226,0.3045758719769,8.2516084895496,32768.0000000000000
136,0.7341201709735,11.1174706545772,0.5447072125030,0.3045981575308,8.2515939926826,32768.0000000000000
137,0.7341201709735,11.1174706545772,0.5445895792834,0.3042464566501,8.2515338877138,32768.0000000000000
138,0.7341201709735,11.1174706545772,0.5444719460638,0.3041974546112,8.2515106972379,32768.0000000000000
139,0.7341201709735,11.1174706545772,0.5443543128442,0.3039912949129,8.2514683411938,32768.0000000000000
140,0.7341201709735,11.1174706545772,0.5442366796245,0.3039346510981,8.2514442187940,32768.0000000000000
141,0.7341201709735,11.1174706545772,0.5441898456043,0.3039131251455,8.2514347399187,32768.0000000000000
142,0.7341201709735,11.1174706545772,0.5440722123847,0.3033222116559,8.2513454626806,32768.0000000000000
143,0.7341201709735,11.1174706545772,0.5439545791651,0.3033022611395,8.2513258150732,32768.0000000000000
144,0.7341201709735,11.1174706545772,0.5438369459454,0.3032525177658,8.2513025341907,32768.0000000000000
145,0.7341201709735,11.1174706545772,0.5437901119252,0.3031954009627,8.2512887149678,32768.0000000000000
146,0.7341201709735,11.1174706545772,0.5436724787056,0.3030755415740,8.2512568833517,32768.0000000000000
147,0.7341201709735,11.1174706545772,0.5435548454860,0.3024809636085,8.2511671592262,32768.0000000000000
148,0.7341201709735,11.1174706545772,0.5435080114657,0.3023937305532,8.2511496672896,32768.0000000000000
149,0.7341201709735,11.1174706545772,0.5433903782461,0.3017809012782,8.2510577173947,32768.0000000000000
150,0.7341201709735,11.1174706545772,0.5432727450265,0.3013042981456,8.2509823804440,32768.0000000000000
151,0.7341201709735,11.1174706545772,0.5432259110063,0.3012599365589,8.2509701167353,32768.0000000000000
152,0.7341201709735,11.1174706545772,0.5431790769860,0.3012103937793,8.2509572211738,32768.0000000000000
155,0.7341201709735,11.1174706545772,0.5429677757259,0.3007047013112,8.2508646292250,32768.0000000000000
156,0.7341201709735,11.1174706545772,0.5428501425063,0.3007245919992,8.2508498403012,32768.0000000000000
157,0.7341201709735,11.1174706545772,0.5427325092867,0.3005681655715,8.2508135492901,32768.0000000000000
158,0.7341201709735,11.1174706545772,0.5426148760671,0.3003915263859,8.2507747933085,32768.0000000000000
159,0.7341201709735,11.1174706545772,0.5425680420468,0.3003406225177,8.2507617317606,32768.0000000000000
160,0.7341201709735,11.1174706545772,0.5424504088272,0.3002884929366,8.2507381598771,32768.0000000000000
161,0.7341201709735,11.1174706545772,0.5423327756076,0.2989123345445,8.2505531210654,32768.0000000000000
162,0.7341201709735,11.1174706545772,0.5422151423880,0.2988838845084,8.2505324369313,32768.0000000000000
163,0.7341201709735,11.1174706545772,0.5421683083678,0.2988377838908,8.2505199611457,32768.0000000000000
164,0.7341201709735,11.1174706545772,0.5421214743475,0.2987356742182,8.2505006549876,32768.0000000000000
165,0.7341201709735,11.1174706545772,0.5420038411279,0.2986857280214,8.2504773493705,32768.0000000000000
166,0.7341201709735,11.1174706545772,0.5418862079083,0.2983749239045,8.2504222318119,32768.0000000000000
167,0.7307219895450,11.0660088043187,0.5418862079083,0.2983732126464,8.2127670107376,32768.0000000000000
168,0.7307219895450,11.0660088043187,0.5417685746887,0.2981981255183,8.2127284440313,32768.0000000000000
169,0.7307219895450,11.0660088043187,0.5416509414690,0.2980298105167,8.2126907031941,32768.0000000000000
170,0.7307219895450,11.0660088043187,0.5415333082494,0.2979344475586,8.2126618589476,32768.0000000000000
171,0.7307219895450,11.0660088043187,0.5414864742292,0.2978830234935,8.2126487339611,32768.0000000000000
172,0.7307219895450,11.0660088043187,0.5413688410096,0.2978615102645,8.2126288957791,32768.0000000000000
173,0.7307219895450,11.0660088043187,0.5413220069893,0.2978168280296,8.2126165929670,32768.0000000000000
174,0.7307219895450,11.0660088043187,0.5412043737697,0.2977146459821,8.2125869171241,32768.0000000000000
175,0.7289107816327,11.0385799832474,0.5412043737697,0.2976798442202,8.1925128039303,32768.0000000000000
176,0.7289107816327,11.0385799832474,0.5410867405501,0.2975188994252,8.1924759618988,32768.0000000000000
177,0.7289107816327,11.0385799832474,0.5409691073305,0.2972585508650,8.1924269974568,32768.0000000000000
178,0.7289107816327,11.0385799832474,0.5409222733102,0.2972009462119,8.1924131187401,32768.0000000000000
179,0.7289107816327,11.0385799832474,0.5408046400906,0.2957181237527,8.1922150721154,32768.0000000000000
180,0.7289107816327,11.0385799832474,0.5406870068710,0.2956796849752,8.1921931698421,32768.0000000000000
181,0.7289107816327,11.0385799832474,0.5406401728508,0.2956332472164,8.1921806529417,32768.0000000000000
182,0.7289107816327,11.0385799832474,0.5405225396311,0.2954537595258,8.1921415495814,32768.0000000000000
183,0.7285780027489,11.0335404003265,0.5405225396311,0.2955054162147,8.1884603494794,32768.0000000000000
184,0.7285780027489,11.0335404003265,0.5404049064115,0.2954504435772,8.1884364308817,32768.0000000000000
185,0.7285780027489,11.0335404003265,0.5402872731919,0.2954284691607,8.1884165364573,32768.0000000000000
187,0.7285780027489,11.0335404003265,0.5402872731919,0.2953074645105,8.1884017797927,32768.0000000000000
188,0.7285780027489,11.0335404003265,0.5401696399723,0.2950721566735,8.1883558690975,32768.0000000000000
189,0.7285780027489,11.0335404003265,0.5401228059520,0.2950235315343,8.1883430854434,32768.0000000000000
190,0.7285780027489,11.0335404003265,0.5400051727324,0.2948588279732,8.1883057850258,32768.0000000000000
191,0.7285780027489,11.0335404003265,0.5399583387122,0.2948179110511,8.1882939413982,32768.0000000000000
192,0.7285780027489,11.0335404003265,0.5398407054926,0.2944331390860,8.1882298033703,32768.0000000000000
193,0.7271364034808,11.0117089097996,0.5399583387122,0.2944217691463,8.1722713700486,32768.0000000000000
194,0.7271364034808,11.0117089097996,0.5398407054926,0.2942933908831,8.1722384995454,32768.0000000000000
195,0.7271364034808,11.0117089097996,0.5397230722729,0.2941773337905,8.1722071316239,32768.0000000000000
196,0.7271364034808,11.0117089097996,0.5396054390533,0.2941233288380,8.1721833310365,32768.0000000000000
197,0.7271364034808,11.0117089097996,0.5394878058337,0.2941384482539,8.1721679602503,32768.0000000000000
198,0.7271364034808,11.0117089097996,0.5393701726141,0.2941137012071,8.1721477277002,32768.0000000000000
199,0.7271364034808,11.0117089097996,0.5392525393945,0.2941284223627,8.1721323083456,32768.0000000000000
200,0.7245229719013,10.9721312629217,0.5393701726141,0.2941088268331,8.1431878794512,32768.0000000000000
201,0.7245229719013,10.9721312629217,0.5392525393945,0.2940726785739,8.1431662565095,32768.0000000000000
202,0.7245229719013,10.9721312629217,0.5391349061748,0.2938315032040,8.1431196302615,32768.0000000000000
203,0.7245229719013,10.9721312629217,0.5390172729552,0.2937519497297,8.1430927140007,32768.0000000000000
204,0.7245229719013,10.9721312629217,0.5388996397356,0.2936135900595,8.1430586262527,32768.0000000000000
205,0.7245229719013,10.9721312629217,0.5387820065160,0.2933916876364,8.1430143503641,32768.0000000000000
206,0.7245229719013,10.9721312629217,0.5387351724957,0.2933080966059,8.1429973025770,32768.0000000000000
207,0.7245229719013,10.9721312629217,0.5386175392761,0.2932214339490,8.1429695193428,32768.0000000000000
208,0.7245229719013,10.9721312629217,0.5384999060565,0.2931652304608,8.1429454506413,32768.0000000000000
209,0.7245229719013,10.9721312629217,0.5383822728369,0.2930638702581,8.1429158750235,32768.0000000000000
210,0.7245229719013,10.9721312629217,0.5382646396173,0.2930048151278,8.1428914585608,32768.0000000000000
211,0.7245229719013,10.9721312629217,0.5382178055970,0.2929598122447,8.1428791166453,32768.0000000000000
212,0.7242267618503,10.9676454761527,0.5382178055970,0.2926777805009,8.1395624395285,32768.0000000000000
213,0.7242267618503,10.9676454761527,0.5381709715768,0.2926325308082,8.1395500675142,32768.0000000000000
214,0.7242267618503,10.9676454761527,0.5380533383572,0.2925540977626,8.1395232878911,32768.0000000000000
215,0.7242267618503,10.9676454761527,0.5379357051375,0.2924031839621,8.1394876691516,32768.0000000000000
216,0.7242267618503,10.9676454761527,0.5378180719179,0.2923739883143,8.1394668940893,32768.0000000000000
217,0.7242267618503,10.9676454761527,0.5377004386983,0.2923164943071,8.1394426680075,32768.0000000000000
218,0.7206155668569,10.9129577615870,0.5378180719179,0.3133029594774,8.1020038067440,32768.0000000000000
219,0.7206155668569,10.9129577615870,0.5377004386983,0.2921399597950,8.0994057385067,32768.0000000000000
220,0.7206155668569,10.9129577615870,0.5375828054787,0.2919865317140,8.0993698131476,32768.0000000000000
221,0.7206155668569,10.9129577615870,0.5375359714585,0.2919022568859,8.0993526819705,32768.0000000000000
222,0.7206155668569,10.9129577615870,0.5374183382388,0.2918371856803,8.0993275318401,32768.0000000000000
223,0.7206155668569,10.9129577615870,0.5373007050192,0.2917020747631,8.0992938402814,32768.0000000000000
224,0.7206155668569,10.9129577615870,0.5371830717996,0.2915126477088,8.0992535248037,32768.0000000000000
225,0.7206155668569,10.9129577615870,0.5370654385800,0.2908693571333,8.0991578601160,32768.0000000000000
226,0.7202945938955,10.9080969668286,0.5370654385800,0.2908297999403,8.0955963569766,32768.0000000000000
227,0.7202945938955,10.9080969668286,0.5369478053603,0.2906953581865,8.0955627470232,32768.0000000000000
228,0.7191351224003,10.8905380019167,0.5369478053603,0.2907014640772,8.0827154685378,32768.0000000000000
229,0.7191351224003,10.8905380019167,0.5368301721407,0.2905293936436,8.0826772697211,32768.0000000000000
230,0.7191351224003,10.8905380019167,0.5367125389211,0.2900295770245,8.0825991018573,32768.0000000000000
231,0.7184033822091,10.8794565735305,0.5367125389211,0.2898853589588,8.0744731520545,32768.0000000000000
232,0.7184033822091,10.8794565735305,0.5365949057015,0.2898233661865,8.0744483773428,32768.0000000000000
233,0.7184033822091,10.8794565735305,0.5365480716813,0.2897744004626,8.0744355521540,32768.0000000000000
234,0.7184033822091,10.8794565735305,0.5365012376610,0.2897637648163,8.0744274013649,32768.0000000000000
235,0.7184033822091,10.8794565735305,0.5363836044414,0.2896611264308,8.0743976698711,32768.0000000000000
237,0.7184033822091,10.8794565735305,0.5362659712218,0.2890329361051,8.0743038466773,32768.0000000000000
238,0.7184033822091,10.8794565735305,0.5361483380022,0.2888683242331,8.0742665574413,32768.0000000000000
239,0.7184033822091,10.8794565735305,0.5361015039819,0.2886527955108,8.0742334196917,32768.0000000000000
240,0.7184033822091,10.8794565735305,0.5359838707623,0.2882532651443,8.0741674818588,32768.0000000000000
241,0.7184033822091,10.8794565735305,0.5358662375427,0.2880035636367,8.0741198158379,32768.0000000000000
242,0.7184033822091,10.8794565735305,0.5357486043231,0.2877497036991,8.0740716426914,32768.0000000000000
243,0.7184033822091,10.8794565735305,0.5356309711034,0.2876649150344,8.0740440879929,32768.0000000000000
244,0.7184033822091,10.8794565735305,0.5355133378838,0.2870126073655,8.0739473236596,32768.0000000000000
245,0.7184033822091,10.8794565735305,0.5353957046642,0.2869049496840,8.0739169800566,32768.0000000000000
246,0.7184033822091,10.8794565735305,0.5352780714446,0.2869138946869,8.0739008562931,32768.0000000000000
247,0.7169329724303,10.8571887784031,0.5352780714446,0.2863296394416,8.0575360970236,32768.0000000000000
248,0.7169329724303,10.8571887784031,0.5351604382250,0.2861490864180,8.0574968637447,32768.0000000000000
249,0.7169329724303,10.8571887784031,0.5351136042047,0.2861403313155,8.0574889422902,32768.0000000000000
250,0.7169329724303,10.8571887784031,0.5350667701845,0.2860902475693,8.0574759807572,32768.0000000000000
251,0.7169329724303,10.8571887784031,0.5349491369649,0.2856805164095,8.0574087989251,32768.0000000000000
252,0.7169329724303,10.8571887784031,0.5348315037452,0.2856187737462,8.0573840547145,32768.0000000000000
253,0.7169329724303,10.8571887784031,0.5347846697250,0.2855775228623,8.0573721703599,32768.0000000000000
254,0.7169329724303,10.8571887784031,0.5347378357048,0.2855319156022,8.0573597547398,32768.0000000000000
255,0.7099820754886,10.7519248232248,0.5347378357048,0.2856075049236,7.9803465667217,32768.0000000000000
256,0.7099820754886,10.7519248232248,0.5346202024852,0.2854829113913,7.9803141577710,32768.0000000000000
257,0.7099820754886,10.7519248232248,0.5345025692655,0.2848154262264,7.9802155425236,32768.0000000000000
258,0.7099820754886,10.7519248232248,0.5343849360459,0.2847532669448,7.9801907475059,32768.0000000000000
259,0.7006130580383,10.6100409999970,0.5343849360459,0.2840510059265,7.8762876742883,32768.0000000000000
260,0.7006130580383,10.6100409999970,0.5343381020257,0.2839934016076,7.8762737956123,32768.0000000000000
261,0.7006130580383,10.6100409999970,0.5342204688061,0.2839533046147,7.8762516911176,32768.0000000000000
262,0.7006130580383,10.6100409999970,0.5341028355864,0.2839338546092,7.8762321045482,32768.0000000000000
263,0.7006130580383,10.6100409999970,0.5339852023668,0.2837448719015,7.8761918432590,32768.0000000000000
264,0.7006130580383,10.6100409999970,0.5338675691472,0.2837135923684,7.8761708140643,32768.0000000000000
265,0.6987571388212,10.5819350736799,0.5339852023668,0.2837096893380,7.8556222407632,32768.0000000000000
266,0.6987571388212,10.5819350736799,0.5339383683466,0.2834908680895,7.8555887014860,32768.0000000000000
267,0.6987571388212,10.5819350736799,0.5338207351270,0.2834257287793,7.8555635430502,32768.0000000000000
268,0.6987571388212,10.5819350736799,0.5337031019073,0.2833328035846,7.8555349960918,32768.0000000000000
269,0.6987571388212,10.5819350736799,0.5335854686877,0.2829121120301,7.8554664776262,32768.0000000000000
270,0.6987571388212,10.5819350736799,0.5334678354681,0.2828903476169,7.8554466088120,32768.0000000000000
271,0.6987571388212,10.5819350736799,0.5333502022485,0.2828484784848,7.8554242882028,32768.0000000000000
272,0.6987571388212,10.5819350736799,0.5332325690289,0.2825188299703,7.8553668725469,32768.0000000000000
276,0.6987571388212,10.5819350736799,0.5329733374105,0.2818450192232,7.8552467641702,32768.0000000000000
277,0.6987571388212,10.5819350736799,0.5328557041908,0.2813015977331,7.8551632786392,32768.0000000000000
278,0.6987571388212,10.5819350736799,0.5328088701706,0.2812563212591,7.8551509033590,32768.0000000000000
279,0.6987571388212,10.5819350736799,0.5326912369510,0.2812198308967,7.8551292386973,32768.0000000000000
