5668,703764.0664963166,5712518.935511605,1
5668,704305.2608077789,5707175.063945263,1
5668,704860.0843705579,5707523.85109943,1
5668,705073.0306976386,5707866.927485065,1
5668,704092.9088236551,5707168.607869419,1
5668,704060.8524513525,5707051.096567176,1
5668,710685.7620069896,5710110.188687922,1
5668,704949.4386508717,5707651.820698834,1
5668,704888.6401268684,5707728.005369561,1
5668,706217.9022675995,5709583.27354041,1
5668,703805.6630466164,5707710.990873402,1
5668,704636.6329811828,5707740.223484693,1
5668,704059.2243934427,5707041.367308534,1
5668,705060.7759575386,5707828.778826343,1
5668,709729.6001360111,5709160.738215909,1
5668,705281.8207841078,5708199.895557861,1
5668,705088.9350125587,5707578.39196244,1
5668,704886.2396394472,5707542.139423872,1
5668,704247.1562565992,5707693.931173427,1
5668,704421.5580645816,5708092.307668094,1
5668,704126.5787260014,5707600.755151927,1
5668,703573.6904742529,5707776.75975974,1
5668,704947.6973452624,5708082.166973961,1
5668,704353.2299571984,5707194.496727142,1
5668,711933.9785116292,5710575.9135311935,1
5668,704887.2288756823,5707815.798555939,1
5668,705022.5221066264,5707788.283262298,1
5668,705739.467265802,5711966.931190573,1
5668,704430.2479136639,5707647.173582132,1
5668,704442.457301241,5707674.964469781,1
5668,712273.6264361778,5711587.698076567,1
5668,705089.1731493098,5707710.537158679,1
5668,703949.9751405339,5707213.544907446,1
5668,704012.7847240028,5707121.345608912,1
5668,703632.9386728485,5707692.7460207455,1
5668,704188.9859446934,5707982.176011105,1
5668,707502.3373895753,5708681.648813565,1
5668,705016.4981449008,5708145.648878385,1
5668,704187.8607075706,5707215.930452165,1
5668,705057.592232452,5708057.084221983,1
5668,703944.2159678107,5707884.709661988,1
5668,703473.859020479,5707642.988258939,1
5668,704957.2282837941,5707697.19806428,1
5668,704395.5682719913,5707631.54079338,1
5668,704983.4769726708,5707328.379043692,1
5668,705043.9975130596,5707355.677063324,1
5668,704093.2351097752,5707758.907846415,1
5668,705044.9849403799,5708288.605660931,1
5668,703809.5474533795,5707765.384933966,1
5668,705260.8670939852,5708201.969235397,1
5668,704476.343228997,5708117.082256557,1
5668,704171.9759546007,5707616.742371059,1
5668,705094.0929451671,5707904.857779427,1
5668,703343.3337822042,5712967.084132921,1
5668,705011.1905059242,5707562.171418081,1
5668,705021.3005851064,5707882.5354027655,1
5668,704887.1969705961,5707708.589180042,1
5668,704991.3361486023,5707876.638985233,1
5668,705070.3537112123,5708107.080000452,1
5668,703424.0451887517,5707640.669417663,1
5668,705001.8314806195,5707710.113681931,1
5668,703942.1425243233,5707165.172742532,1
5668,704867.2580348484,5708210.7350304285,1
5668,703545.6236913864,5707596.788106745,1
5668,703165.4187534804,5708246.393470646,1
5668,705472.5758042742,5707118.172349463,1
5668,705004.903809245,5707738.198348559,1
5668,704937.1050691912,5707828.0344566135,1
5668,704406.4645175969,5707799.642350158,1
5668,704416.950874001,5707929.377558953,1
5668,707862.9121119918,5708362.321992201,1
5668,711978.114600302,5711036.627386716,1
5668,705094.0250721625,5708023.977814986,1
5668,704884.064778655,5707526.183863305,1
5668,703993.2533520223,5707942.838409638,1
5668,704617.7554109762,5707673.179159982,1
5668,704362.6392807908,5707613.539471213,1
5668,704224.3156288981,5707223.919655321,1
5668,704322.4870835077,5707584.021295329,1
5668,704798.9190048648,5707333.013673797,1
5668,705121.3916626279,5707733.033029282,1
5668,703261.5923118159,5708272.733858871,1
5668,702998.3023328246,5707798.527239371,1
5668,703284.5108389722,5707713.424748293,1
5668,703145.3679152435,5707733.025684489,1
5668,711112.3424791673,5709281.16861528,1
5668,705059.0049885319,5707339.401497144,1
5668,703891.386660359,5707933.203087977,1
5668,703437.5738916309,5707640.4075713195,1
